track_id,y_true,oof_gfp,oof_bf,oof_concat
4083,1,0.38309387644674614,0.2688574304440858,0.3557969330261474
4126,0,0.9277222869599994,0.9905631215669475,0.9566459993953602
4135,1,0.7661813348039865,0.6010754103158296,0.6801828225195096
4161,1,0.8168620401596939,0.7555340665343288,0.8979823409792804
4169,0,0.42948977694429225,0.49261646002781695,0.42045384747675235
4172,0,0.4707044813268427,0.1588722537746953,0.27879449360952724
4178,0,0.564636557443612,0.3487919467397275,0.6119922717433861
4240,0,0.46373288050850786,0.6896808172016992,0.6739117651272444
4284,1,0.6705550854786021,0.6692113990744394,0.8530311439010844
4286,1,0.47430375346414405,0.8602575157567822,0.9252776014568346
4290,0,0.8465329270745652,0.44598483197100824,0.7153173020754937
4297,0,0.6280274368164043,0.29677950311590934,0.1677483981474187
4310,0,0.3709409800776643,0.16194685248158988,0.12948323935758882
4357,1,0.3030832591288259,0.6111077882981051,0.2909331725553634
4434,1,0.7361151361298889,0.23419404607364463,0.4273698833149987
4655,0,0.6143673249658179,0.01046544794988888,0.02279270294649771
4659,1,0.5742090836897062,0.38258608355592644,0.4595026119932723
